id,target,horizon,model,window,universe,features,eval_on,coverage,n,days,blocks,acc,null,skill,ci_lo,ci_hi,deff,agreement,day_acc,by_day,trials,se,bar,passes
G_extremes10_21_logit_v2_no_market,extremes10,21,logit,expanding,liquid,v2_no_market,relative,1.0,830525,1008,48,0.5288702928870292,0.5442822311188706,-0.015411938231841393,0.5123580395148524,0.5442077198033655,215.75644226343317,0.8515043593376406,0.7113095238095238,"            day    n       acc   frac_up      y_up
0    2021-02-01  699  0.402003  0.237482  0.500715
1    2021-02-02  699  0.389127  0.230329  0.520744
2    2021-02-03  699  0.354793  0.208870  0.562232
3    2021-02-04  700  0.352857  0.217143  0.552857
4    2021-02-05  701  0.345221  0.216833  0.563481
...         ...  ...       ...       ...       ...
1003 2025-01-29  898  0.521158  0.928731  0.496659
1004 2025-01-30  897  0.527313  0.929766  0.510591
1005 2025-01-31  898  0.504454  0.925390  0.496659
1006 2025-02-03  898  0.516704  0.928731  0.507795
1007 2025-02-04  899  0.509455  0.929922  0.503893

[1008 rows x 5 columns]",1,0.008124918440947218,0.009566360404492059,False
G_extremes10_21_logit_v2_no_market,extremes10,21,logit,expanding,liquid,v2_no_market,relative,0.5,414995,1008,48,0.5452812684490175,0.5639248665646575,-0.01864359811563998,0.520556799151478,0.5694746680422754,262.889208263566,0.9083166729639877,0.6825396825396826,"            day    n       acc   frac_up      y_up
0    2021-02-01  349  0.352436  0.174785  0.535817
1    2021-02-02  349  0.320917  0.160458  0.587393
2    2021-02-03  349  0.309456  0.131805  0.616046
3    2021-02-04  350  0.314286  0.145714  0.608571
4    2021-02-05  350  0.291429  0.154286  0.617143
...         ...  ...       ...       ...       ...
1003 2025-01-29  449  0.625835  0.966592  0.605791
1004 2025-01-30  448  0.665179  0.970982  0.658482
1005 2025-01-31  449  0.608018  0.964365  0.603563
1006 2025-02-03  449  0.612472  0.966592  0.605791
1007 2025-02-04  449  0.632517  0.966592  0.630290

[1008 rows x 5 columns]",2,0.01247904818642791,0.014692956406153779,False
G_extremes10_21_logit_v2_no_market,extremes10,21,logit,expanding,liquid,v2_no_market,relative,0.25,207241,1008,48,0.5578288080061378,0.5664564444294324,-0.008627636423294671,0.5311234886529551,0.5852980228989642,167.82129850587955,0.9050724549762003,0.685515873015873,"            day    n       acc   frac_up      y_up
0    2021-02-01  174  0.298851  0.201149  0.591954
1    2021-02-02  174  0.281609  0.206897  0.614943
2    2021-02-03  174  0.275862  0.189655  0.637931
3    2021-02-04  175  0.268571  0.200000  0.634286
4    2021-02-05  175  0.274286  0.211429  0.617143
...         ...  ...       ...       ...       ...
1003 2025-01-29  224  0.656250  0.959821  0.642857
1004 2025-01-30  224  0.732143  0.955357  0.714286
1005 2025-01-31  224  0.669643  0.955357  0.660714
1006 2025-02-03  224  0.625000  0.950893  0.611607
1007 2025-02-04  224  0.669643  0.955357  0.660714

[1008 rows x 5 columns]",3,0.01382003424643088,0.020485489381433887,False
G_extremes10_21_logit_v2_no_market,extremes10,21,logit,expanding,liquid,v2_no_market,relative,0.1,82572,1008,48,0.5725548612120331,0.5607106525214358,0.011844208690597324,0.5420693868648668,0.6043837193324534,84.73511271411023,0.877711852499646,0.6954365079365079,"            day   n       acc   frac_up      y_up
0    2021-02-01  69  0.275362  0.231884  0.666667
1    2021-02-02  69  0.260870  0.260870  0.681159
2    2021-02-03  69  0.275362  0.231884  0.637681
3    2021-02-04  70  0.285714  0.242857  0.614286
4    2021-02-05  70  0.300000  0.257143  0.642857
...         ...  ..       ...       ...       ...
1003 2025-01-29  89  0.662921  0.910112  0.640449
1004 2025-01-30  89  0.696629  0.898876  0.662921
1005 2025-01-31  89  0.651685  0.887640  0.629213
1006 2025-02-03  89  0.640449  0.898876  0.629213
1007 2025-02-04  89  0.685393  0.910112  0.685393

[1008 rows x 5 columns]",4,0.015896513384588407,0.026469431039338277,False
G_extremes10_21_logit_v2_no_market,extremes10,21,logit,expanding,liquid,v2_no_market,relative,0.05,40985,1008,48,0.5782115408076125,0.5512504574844456,0.026961083323166934,0.5457905017790826,0.6117099157769103,47.151993238053414,0.8378787390329359,0.6785714285714286,"            day   n       acc   frac_up      y_up
0    2021-02-01  34  0.323529  0.382353  0.588235
1    2021-02-02  34  0.352941  0.382353  0.558824
2    2021-02-03  34  0.382353  0.352941  0.500000
3    2021-02-04  35  0.342857  0.371429  0.514286
4    2021-02-05  35  0.342857  0.400000  0.542857
...         ...  ..       ...       ...       ...
1003 2025-01-29  44  0.590909  0.840909  0.568182
1004 2025-01-30  44  0.681818  0.818182  0.636364
1005 2025-01-31  44  0.636364  0.772727  0.590909
1006 2025-02-03  44  0.636364  0.840909  0.613636
1007 2025-02-04  44  0.636364  0.840909  0.613636

[1008 rows x 5 columns]",5,0.016816177040262153,0.030170282903480353,False
G_extremes10_21_logit_v2_no_market,extremes10,21,logit,expanding,liquid,v2_no_market,relative,0.02,16227,1008,48,0.5811302150736427,0.5310285326924262,0.050101682381216484,0.5464443556180528,0.6181447213785065,21.98164509103693,0.7524939721258874,0.6011904761904762,"            day   n       acc   frac_up      y_up
0    2021-02-01  13  0.461538  0.692308  0.461538
1    2021-02-02  13  0.692308  0.615385  0.307692
2    2021-02-03  13  0.538462  0.692308  0.230769
3    2021-02-04  14  0.428571  0.642857  0.357143
4    2021-02-05  14  0.642857  0.642857  0.285714
...         ...  ..       ...       ...       ...
1003 2025-01-29  17  0.588235  0.764706  0.470588
1004 2025-01-30  17  0.588235  0.705882  0.529412
1005 2025-01-31  17  0.588235  0.705882  0.529412
1006 2025-02-03  17  0.647059  0.588235  0.588235
1007 2025-02-04  17  0.588235  0.705882  0.529412

[1008 rows x 5 columns]",6,0.018290909632768797,0.03462502981960124,True
G_extremes10_21_logit_v2_no_market,extremes10,21,logit,expanding,liquid,v2_no_market,relative,0.01,7972,1008,48,0.5692423482187656,0.49811841445057703,0.0711239337681886,0.5326787455992296,0.6079851186092097,11.822184276711672,0.694588136180398,0.5783730158730159,"            day  n       acc   frac_up      y_up
0    2021-02-01  6  0.500000  0.666667  0.500000
1    2021-02-02  6  0.833333  0.666667  0.500000
2    2021-02-03  6  0.666667  0.500000  0.166667
3    2021-02-04  7  0.714286  0.714286  0.428571
4    2021-02-05  7  0.571429  0.857143  0.428571
...         ... ..       ...       ...       ...
1003 2025-01-29  8  0.500000  0.500000  0.250000
1004 2025-01-30  8  0.625000  0.625000  0.500000
1005 2025-01-31  8  0.625000  0.500000  0.375000
1006 2025-02-03  8  0.625000  0.500000  0.625000
1007 2025-02-04  8  0.625000  0.375000  0.500000

[1008 rows x 5 columns]",7,0.019210809441321457,0.037898502821513226,True
G_extremes10_21_logit_v2_all,extremes10,21,logit,expanding,liquid,v2_all,relative,1.0,830525,1008,48,0.5295806869149032,0.5442858432918937,-0.014705156376990436,0.5134094911296941,0.5444913034505109,208.5669600428384,0.8500138910452766,0.7182539682539683,"            day    n       acc   frac_up      y_up
0    2021-02-01  699  0.406295  0.204578  0.500715
1    2021-02-02  699  0.386266  0.210300  0.520744
2    2021-02-03  699  0.353362  0.187411  0.562232
3    2021-02-04  700  0.345714  0.192857  0.552857
4    2021-02-05  701  0.339515  0.194009  0.563481
...         ...  ...       ...       ...       ...
1003 2025-01-29  898  0.520045  0.925390  0.496659
1004 2025-01-30  897  0.526198  0.926421  0.510591
1005 2025-01-31  898  0.504454  0.920935  0.496659
1006 2025-02-03  898  0.520045  0.929844  0.507795
1007 2025-02-04  899  0.511680  0.929922  0.503893

[1008 rows x 5 columns]",8,0.007929033755310394,0.016169947968448475,False
G_extremes10_21_logit_v2_all,extremes10,21,logit,expanding,liquid,v2_all,relative,0.5,414995,1008,48,0.5466403209677225,0.5637007674791262,-0.017060446511403704,0.5221647130992133,0.5706336154127568,257.8906166706365,0.9050419986869112,0.6904761904761905,"            day    n       acc   frac_up      y_up
0    2021-02-01  349  0.369628  0.131805  0.555874
1    2021-02-02  349  0.346705  0.146132  0.570201
2    2021-02-03  349  0.320917  0.111748  0.624642
3    2021-02-04  350  0.320000  0.111429  0.625714
4    2021-02-05  350  0.302857  0.137143  0.622857
...         ...  ...       ...       ...       ...
1003 2025-01-29  449  0.619154  0.966592  0.599109
1004 2025-01-30  448  0.669643  0.973214  0.660714
1005 2025-01-31  449  0.603563  0.959911  0.603563
1006 2025-02-03  449  0.610245  0.968820  0.601336
1007 2025-02-04  449  0.636971  0.968820  0.636971

[1008 rows x 5 columns]",9,0.01236451589631212,0.025919662315505812,False
G_extremes10_21_logit_v2_all,extremes10,21,logit,expanding,liquid,v2_all,relative,0.25,207241,1008,48,0.5588565969089128,0.5668472937304877,-0.007990696821574939,0.5320340863236602,0.586120481183305,167.12042056005671,0.9011559011371489,0.6944444444444444,"            day    n       acc   frac_up      y_up
0    2021-02-01  174  0.316092  0.160920  0.614943
1    2021-02-02  174  0.281609  0.178161  0.632184
2    2021-02-03  174  0.275862  0.160920  0.655172
3    2021-02-04  175  0.274286  0.154286  0.674286
4    2021-02-05  175  0.274286  0.182857  0.634286
...         ...  ...       ...       ...       ...
1003 2025-01-29  224  0.665179  0.959821  0.651786
1004 2025-01-30  224  0.718750  0.955357  0.700893
1005 2025-01-31  224  0.660714  0.955357  0.651786
1006 2025-02-03  224  0.629464  0.955357  0.620536
1007 2025-02-04  224  0.683036  0.955357  0.674107

[1008 rows x 5 columns]",10,0.013797549709093042,0.029609072921752133,False
G_extremes10_21_logit_v2_all,extremes10,21,logit,expanding,liquid,v2_all,relative,0.1,82572,1008,48,0.5720825461415492,0.5590151625248269,0.013067383616722328,0.5421786480120228,0.602310873828704,80.36381778050972,0.8720534541110374,0.7013888888888888,"            day   n       acc   frac_up      y_up
0    2021-02-01  69  0.275362  0.202899  0.666667
1    2021-02-02  69  0.289855  0.260870  0.652174
2    2021-02-03  69  0.260870  0.217391  0.637681
3    2021-02-04  70  0.257143  0.214286  0.642857
4    2021-02-05  70  0.314286  0.257143  0.628571
...         ...  ..       ...       ...       ...
1003 2025-01-29  89  0.674157  0.910112  0.651685
1004 2025-01-30  89  0.696629  0.887640  0.651685
1005 2025-01-31  89  0.640449  0.887640  0.617978
1006 2025-02-03  89  0.629213  0.898876  0.617978
1007 2025-02-04  89  0.651685  0.910112  0.651685

[1008 rows x 5 columns]",11,0.015339853524663574,0.033593195414951045,False
G_extremes10_21_logit_v2_all,extremes10,21,logit,expanding,liquid,v2_all,relative,0.05,40985,1008,48,0.5792363059655972,0.5499817006221789,0.029254605343418283,0.547059717800639,0.6119838905060727,44.94777204700486,0.8305447605451793,0.6626984126984127,"            day   n       acc   frac_up      y_up
0    2021-02-01  34  0.323529  0.323529  0.588235
1    2021-02-02  34  0.352941  0.352941  0.588235
2    2021-02-03  34  0.411765  0.323529  0.500000
3    2021-02-04  35  0.342857  0.314286  0.571429
4    2021-02-05  35  0.342857  0.371429  0.514286
...         ...  ..       ...       ...       ...
1003 2025-01-29  44  0.590909  0.863636  0.545455
1004 2025-01-30  44  0.681818  0.863636  0.636364
1005 2025-01-31  44  0.613636  0.772727  0.568182
1006 2025-02-03  44  0.636364  0.840909  0.613636
1007 2025-02-04  44  0.659091  0.840909  0.636364

[1008 rows x 5 columns]",12,0.016562288955467783,0.03692244007476412,False
G_extremes10_21_logit_v2_all,extremes10,21,logit,expanding,liquid,v2_all,relative,0.02,16227,1008,48,0.5790965674493129,0.5252357182473655,0.05386084920194745,0.5452955478473884,0.6152071842027145,21.21962239597799,0.7429320508474045,0.5823412698412699,"            day   n       acc   frac_up      y_up
0    2021-02-01  13  0.461538  0.615385  0.538462
1    2021-02-02  13  0.692308  0.615385  0.307692
2    2021-02-03  13  0.615385  0.615385  0.230769
3    2021-02-04  14  0.500000  0.500000  0.428571
4    2021-02-05  14  0.500000  0.500000  0.428571
...         ...  ..       ...       ...       ...
1003 2025-01-29  17  0.588235  0.764706  0.470588
1004 2025-01-30  17  0.647059  0.764706  0.529412
1005 2025-01-31  17  0.647059  0.588235  0.470588
1006 2025-02-03  17  0.705882  0.764706  0.705882
1007 2025-02-04  17  0.647059  0.764706  0.647059

[1008 rows x 5 columns]",13,0.01783460111105256,0.04039408691240074,True
G_extremes10_21_logit_v2_all,extremes10,21,logit,expanding,liquid,v2_all,relative,0.01,7972,1008,48,0.5746362267937782,0.4988710486703462,0.07576517812343203,0.538372454414355,0.6137498778261706,11.905204309937165,0.6970210537918871,0.5674603174603174,"            day  n       acc   frac_up      y_up
0    2021-02-01  6  0.333333  0.833333  0.500000
1    2021-02-02  6  0.666667  0.833333  0.500000
2    2021-02-03  6  0.666667  0.666667  0.333333
3    2021-02-04  7  0.714286  0.714286  0.428571
4    2021-02-05  7  0.714286  0.714286  0.428571
...         ... ..       ...       ...       ...
1003 2025-01-29  8  0.500000  0.500000  0.250000
1004 2025-01-30  8  0.500000  0.625000  0.375000
1005 2025-01-31  8  0.625000  0.500000  0.375000
1006 2025-02-03  8  0.750000  0.750000  0.750000
1007 2025-02-04  8  0.625000  0.625000  0.750000

[1008 rows x 5 columns]",14,0.01922893454383052,0.04417683837387778,True
G_extremes20_21_logit_v2_all,extremes20,21,logit,expanding,liquid,v2_all,relative,1.0,830525,1008,48,0.5285355648535565,0.5442942716956142,-0.015758706842057713,0.5117382753261092,0.5441477825210326,231.67384673133392,0.8278981698847445,0.7093253968253969,"            day    n       acc   frac_up      y_up
0    2021-02-01  699  0.416309  0.174535  0.500715
1    2021-02-02  699  0.410587  0.168813  0.520744
2    2021-02-03  699  0.374821  0.143062  0.562232
3    2021-02-04  700  0.380000  0.155714  0.552857
4    2021-02-05  701  0.369472  0.158345  0.563481
...         ...  ...       ...       ...       ...
1003 2025-01-29  898  0.541203  0.886414  0.496659
1004 2025-01-30  897  0.556299  0.887402  0.510591
1005 2025-01-31  898  0.537862  0.869710  0.496659
1006 2025-02-03  898  0.538976  0.886414  0.507795
1007 2025-02-04  899  0.540601  0.887653  0.503893

[1008 rows x 5 columns]",15,0.008267731427276381,0.019241091889695004,False
G_extremes20_21_logit_v2_all,extremes20,21,logit,expanding,liquid,v2_all,relative,0.5,414995,1008,48,0.5447921059289871,0.5624573790045663,-0.01766527307557919,0.5189264855853858,0.5702152910215295,289.02997210330176,0.8894581394711011,0.6656746031746031,"            day    n       acc   frac_up      y_up
0    2021-02-01  349  0.395415  0.091691  0.558739
1    2021-02-02  349  0.366762  0.091691  0.587393
2    2021-02-03  349  0.335244  0.074499  0.636103
3    2021-02-04  350  0.340000  0.077143  0.634286
4    2021-02-05  350  0.342857  0.085714  0.622857
...         ...  ...       ...       ...       ...
1003 2025-01-29  449  0.645880  0.948775  0.616927
1004 2025-01-30  448  0.685268  0.957589  0.674107
1005 2025-01-31  449  0.632517  0.946548  0.632517
1006 2025-02-03  449  0.630290  0.948775  0.619154
1007 2025-02-04  449  0.645880  0.951002  0.641425

[1008 rows x 5 columns]",16,0.013083878937791752,0.030810180389470265,False
G_extremes20_21_logit_v2_all,extremes20,21,logit,expanding,liquid,v2_all,relative,0.25,207241,1008,48,0.5556043447001318,0.5642850594235697,-0.008680714723437899,0.5265626376096104,0.5846948143471922,190.9011298324777,0.8802181912874171,0.6617063492063492,"            day    n       acc   frac_up      y_up
0    2021-02-01  174  0.373563  0.109195  0.586207
1    2021-02-02  174  0.327586  0.097701  0.643678
2    2021-02-03  174  0.316092  0.086207  0.655172
3    2021-02-04  175  0.291429  0.102857  0.662857
4    2021-02-05  175  0.342857  0.102857  0.634286
...         ...  ...       ...       ...       ...
1003 2025-01-29  224  0.718750  0.933036  0.678571
1004 2025-01-30  224  0.763393  0.941964  0.732143
1005 2025-01-31  224  0.709821  0.933036  0.696429
1006 2025-02-03  224  0.700893  0.946429  0.674107
1007 2025-02-04  224  0.718750  0.941964  0.696429

[1008 rows x 5 columns]",17,0.014829636922852489,0.03530084939760013,False
