id,target,horizon,model,window,universe,features,eval_on,coverage,n,days,blocks,acc,null,skill,ci_lo,ci_hi,deff,agreement,day_acc,by_day,k,sel,calls_up,trials,se,bar,passes
I_relative_21_logit_v2_all,relative,21,logit,expanding,liquid,v2_all,relative,0.02,16227,1008,48,0.576569914340297,0.5789116903925556,-0.002341776052258604,0.546674694613149,0.6060008802632023,15.16210393598718,0.7316071122181066,0.6567460317460317,"            day   n       acc   frac_up      y_up
0    2021-02-01  13  0.461538  0.538462  0.461538
1    2021-02-02  13  0.615385  0.538462  0.461538
2    2021-02-03  13  0.615385  0.461538  0.384615
3    2021-02-04  14  0.500000  0.500000  0.428571
4    2021-02-05  14  0.571429  0.571429  0.428571
...         ...  ..       ...       ...       ...
1003 2025-01-29  17  0.705882  0.235294  0.294118
1004 2025-01-30  17  0.823529  0.235294  0.294118
1005 2025-01-31  17  0.705882  0.176471  0.470588
1006 2025-02-03  17  0.705882  0.294118  0.470588
1007 2025-02-04  17  0.705882  0.235294  0.529412

[1008 rows x 5 columns]",,,,102,0.015134231033176867,0.04602883144260479,False
I_relative_21_logit_v2_all,relative,21,logit,expanding,liquid,v2_all,relative,0.01,7972,1008,48,0.5829152032112394,0.6063723030607125,-0.023457099849473195,0.5485873235277103,0.6159649300980198,9.703282507090002,0.8233438051146384,0.7529761904761905,"            day  n       acc   frac_up      y_up
0    2021-02-01  6  0.333333  0.666667  0.333333
1    2021-02-02  6  0.666667  0.833333  0.500000
2    2021-02-03  6  0.500000  0.666667  0.166667
3    2021-02-04  7  0.714286  0.714286  0.428571
4    2021-02-05  7  0.714286  0.714286  0.428571
...         ... ..       ...       ...       ...
1003 2025-01-29  8  0.750000  0.000000  0.250000
1004 2025-01-30  8  0.750000  0.000000  0.250000
1005 2025-01-31  8  0.750000  0.000000  0.250000
1006 2025-02-03  8  0.750000  0.000000  0.250000
1007 2025-02-04  8  0.625000  0.000000  0.375000

[1008 rows x 5 columns]",,,,103,0.01718816494140547,0.052330716683632525,False
I_relative_21_logit_v2_all,relative,21,logit,expanding,liquid,v2_all,relative,,10080,1008,48,0.5700396825396825,0.5576388888888889,0.012400793650793607,0.5368973214285714,0.6036830357142856,11.514522698882761,0.5,0.7013888888888888,,5.0,balanced,0.5,104,0.017037172011661793,0.05192504585012583,False
I_relative_21_logit_v2_all,relative,21,logit,expanding,liquid,v2_all,relative,,20160,1008,48,0.5704861111111111,0.546875,0.023611111111111138,0.5404687499999999,0.6009920634920635,18.97025505257601,0.5,0.6944444444444444,,10.0,balanced,0.5,105,0.015439620788791715,0.04710456166294025,False
I_relative_21_logit_v2_all,relative,21,logit,expanding,liquid,v2_all,relative,,40320,1008,48,0.5676587301587301,0.5285714285714286,0.03908730158730156,0.5393836805555555,0.5956603422619047,33.485735187629565,0.5,0.6418650793650794,,20.0,balanced,0.5,106,0.014356291251619682,0.04384402460926098,False
I_relative_21_logit_v2_all,relative,21,logit,expanding,liquid,v2_all,relative,,80640,1008,48,0.5538194444444444,0.5057787698412698,0.04804067460317463,0.526449962797619,0.5816852678571428,63.34028061092805,0.5,0.5595238095238095,,40.0,balanced,0.5,107,0.014090639045796884,0.043076025392137826,True
I_relative_21_logit_v2_all,relative,21,logit,expanding,liquid,v2_all,relative,,161280,1008,48,0.5449714781746032,0.5107328869047619,0.0342385912698413,0.5185258556547618,0.5715905567956349,117.80795705657239,0.5,0.4365079365079365,,80.0,balanced,0.5,108,0.01353691355634516,0.04142442074831366,False
I_extremes20_21_logit_v2_all,extremes20,21,logit,expanding,liquid,v2_all,relative,1.0,830525,1008,48,0.5285355648535565,0.5442942716956142,-0.015758706842057713,0.5117382753261092,0.5441477825210326,231.67384673133392,0.8278981698847445,0.7093253968253969,"            day    n       acc   frac_up      y_up
0    2021-02-01  699  0.416309  0.174535  0.500715
1    2021-02-02  699  0.410587  0.168813  0.520744
2    2021-02-03  699  0.374821  0.143062  0.562232
3    2021-02-04  700  0.380000  0.155714  0.552857
4    2021-02-05  701  0.369472  0.158345  0.563481
...         ...  ...       ...       ...       ...
1003 2025-01-29  898  0.541203  0.886414  0.496659
1004 2025-01-30  897  0.556299  0.887402  0.510591
1005 2025-01-31  898  0.537862  0.869710  0.496659
1006 2025-02-03  898  0.538976  0.886414  0.507795
1007 2025-02-04  899  0.540601  0.887653  0.503893

[1008 rows x 5 columns]",,,,109,0.008267731427276381,0.025325042193773708,False
I_extremes20_21_logit_v2_all,extremes20,21,logit,expanding,liquid,v2_all,relative,0.5,414995,1008,48,0.5447921059289871,0.5624573790045663,-0.01766527307557919,0.5189264855853858,0.5702152910215295,289.02997210330176,0.8894581394711011,0.6656746031746031,"            day    n       acc   frac_up      y_up
0    2021-02-01  349  0.395415  0.091691  0.558739
1    2021-02-02  349  0.366762  0.091691  0.587393
2    2021-02-03  349  0.335244  0.074499  0.636103
3    2021-02-04  350  0.340000  0.077143  0.634286
4    2021-02-05  350  0.342857  0.085714  0.622857
...         ...  ...       ...       ...       ...
1003 2025-01-29  449  0.645880  0.948775  0.616927
1004 2025-01-30  448  0.685268  0.957589  0.674107
1005 2025-01-31  449  0.632517  0.946548  0.632517
1006 2025-02-03  449  0.630290  0.948775  0.619154
1007 2025-02-04  449  0.645880  0.951002  0.641425

[1008 rows x 5 columns]",,,,110,0.013083878937791752,0.04011646312131256,False
I_extremes20_21_logit_v2_all,extremes20,21,logit,expanding,liquid,v2_all,relative,0.25,207241,1008,48,0.5556043447001318,0.5642850594235697,-0.008680714723437899,0.5265626376096104,0.5846948143471922,190.9011298324777,0.8802181912874171,0.6617063492063492,"            day    n       acc   frac_up      y_up
0    2021-02-01  174  0.373563  0.109195  0.586207
1    2021-02-02  174  0.327586  0.097701  0.643678
2    2021-02-03  174  0.316092  0.086207  0.655172
3    2021-02-04  175  0.291429  0.102857  0.662857
4    2021-02-05  175  0.342857  0.102857  0.634286
...         ...  ...       ...       ...       ...
1003 2025-01-29  224  0.718750  0.933036  0.678571
1004 2025-01-30  224  0.763393  0.941964  0.732143
1005 2025-01-31  224  0.709821  0.933036  0.696429
1006 2025-02-03  224  0.700893  0.946429  0.674107
1007 2025-02-04  224  0.718750  0.941964  0.696429

[1008 rows x 5 columns]",,,,111,0.014829636922852489,0.04551287907839351,False
I_extremes20_21_logit_v2_all,extremes20,21,logit,expanding,liquid,v2_all,relative,0.1,82572,1008,48,0.5686552342198324,0.5527297388945405,0.015925495325291972,0.5371344991484247,0.6001572421604601,87.51273695320072,0.8369097209695796,0.6329365079365079,"            day   n       acc   frac_up      y_up
0    2021-02-01  69  0.391304  0.159420  0.565217
1    2021-02-02  69  0.318841  0.173913  0.652174
2    2021-02-03  69  0.318841  0.159420  0.637681
3    2021-02-04  70  0.285714  0.171429  0.657143
4    2021-02-05  70  0.314286  0.200000  0.657143
...         ...  ..       ...       ...       ...
1003 2025-01-29  89  0.741573  0.887640  0.674157
1004 2025-01-30  89  0.764045  0.898876  0.707865
1005 2025-01-31  89  0.752809  0.865169  0.707865
1006 2025-02-03  89  0.752809  0.887640  0.707865
1007 2025-02-04  89  0.764045  0.876404  0.730337

[1008 rows x 5 columns]",,,,112,0.016077230360213104,0.049388764277567616,False
I_extremes20_21_logit_v2_all,extremes20,21,logit,expanding,liquid,v2_all,relative,0.05,40985,1008,48,0.5752836403562279,0.5304379651091863,0.04484567524704164,0.5428452523540259,0.6082302721829924,45.262494187277795,0.7853196571580071,0.6071428571428571,"            day   n       acc   frac_up      y_up
0    2021-02-01  34  0.411765  0.323529  0.500000
1    2021-02-02  34  0.382353  0.294118  0.558824
2    2021-02-03  34  0.382353  0.264706  0.529412
3    2021-02-04  35  0.314286  0.257143  0.600000
4    2021-02-05  35  0.371429  0.285714  0.571429
...         ...  ..       ...       ...       ...
1003 2025-01-29  44  0.818182  0.772727  0.681818
1004 2025-01-30  44  0.795455  0.840909  0.681818
1005 2025-01-31  44  0.818182  0.772727  0.727273
1006 2025-02-03  44  0.772727  0.772727  0.681818
1007 2025-02-04  44  0.750000  0.772727  0.704545

[1008 rows x 5 columns]",,,,113,0.01667985199718533,0.05128824122301809,False
I_extremes20_21_logit_v2_all,extremes20,21,logit,expanding,liquid,v2_all,relative,0.02,16227,1008,48,0.5837184938682443,0.5178406359770752,0.06587785789116907,0.5511708488694153,0.616613377138419,18.641964402276606,0.7075763718949118,0.6180555555555556,"            day   n       acc   frac_up      y_up
0    2021-02-01  13  0.538462  0.384615  0.384615
1    2021-02-02  13  0.769231  0.461538  0.384615
2    2021-02-03  13  0.692308  0.384615  0.230769
3    2021-02-04  14  0.500000  0.357143  0.428571
4    2021-02-05  14  0.571429  0.428571  0.428571
...         ...  ..       ...       ...       ...
1003 2025-01-29  17  0.764706  0.647059  0.529412
1004 2025-01-30  17  0.882353  0.588235  0.588235
1005 2025-01-31  17  0.823529  0.470588  0.529412
1006 2025-02-03  17  0.823529  0.470588  0.529412
1007 2025-02-04  17  0.764706  0.529412  0.647059

[1008 rows x 5 columns]",,,,114,0.016694522517603002,0.05138116483215975,True
I_extremes20_21_logit_v2_all,extremes20,21,logit,expanding,liquid,v2_all,relative,0.01,7972,1008,48,0.5826643251379829,0.553687907676869,0.0289764174611139,0.5452359816818906,0.6203714169760978,12.188310007773135,0.7291450144872764,0.6468253968253969,"            day  n       acc   frac_up      y_up
0    2021-02-01  6  0.333333  0.666667  0.333333
1    2021-02-02  6  0.666667  0.666667  0.333333
2    2021-02-03  6  0.500000  0.666667  0.166667
3    2021-02-04  7  0.714286  0.571429  0.285714
4    2021-02-05  7  0.714286  0.714286  0.428571
...         ... ..       ...       ...       ...
1003 2025-01-29  8  0.625000  0.375000  0.250000
1004 2025-01-30  8  0.750000  0.375000  0.375000
1005 2025-01-31  8  0.750000  0.000000  0.250000
1006 2025-02-03  8  0.750000  0.125000  0.375000
1007 2025-02-04  8  0.750000  0.250000  0.500000

[1008 rows x 5 columns]",,,,115,0.019167202881175304,0.05904576312898661,False
I_extremes20_21_logit_v2_all,extremes20,21,logit,expanding,liquid,v2_all,relative,,10080,1008,48,0.5815476190476191,0.5324404761904762,0.049107142857142905,0.546329365079365,0.6168650793650794,13.677136810947673,0.5,0.6666666666666666,,5.0,balanced,0.5,116,0.017993804664723053,0.05548158615813901,False
I_extremes20_21_logit_v2_all,extremes20,21,logit,expanding,liquid,v2_all,relative,,20160,1008,48,0.5833333333333334,0.5261904761904762,0.05714285714285716,0.5513306051587301,0.6160243055555555,22.139943852244905,0.5,0.6378968253968254,,10.0,balanced,0.5,117,0.01650349499919016,0.050932330736423954,True
I_extremes20_21_logit_v2_all,extremes20,21,logit,expanding,liquid,v2_all,relative,,40320,1008,48,0.5739335317460318,0.5096478174603175,0.06428571428571428,0.5451878720238096,0.6025062003968255,35.592465504869374,0.5,0.5902777777777778,,20.0,balanced,0.5,118,0.014622022544136701,0.04516612174159079,True
I_extremes20_21_logit_v2_all,extremes20,21,logit,expanding,liquid,v2_all,relative,,80640,1008,48,0.5602430555555555,0.5038938492063492,0.05634920634920637,0.5325998263888889,0.5878856646825397,62.61330935391256,0.5,0.49702380952380953,,40.0,balanced,0.5,119,0.014103530176951722,0.043603058784881354,True
I_extremes20_21_logit_v2_all,extremes20,21,logit,expanding,liquid,v2_all,relative,,161280,1008,48,0.5504588293650794,0.5164434523809524,0.034015376984127044,0.5244642857142857,0.576271236359127,118.25144733634811,0.5,0.38492063492063494,,80.0,balanced,0.5,120,0.013216058837969722,0.04089507229290794,False
I_extremes10_21_ens_lh_v2_no_market,extremes10,21,ens_lh,expanding,liquid,v2_no_market,relative,1.0,830525,1008,48,0.5339273351193522,0.5443159447337528,-0.010388609614400579,0.5182933356768135,0.5484368776212168,191.3072295009755,0.8511617842332035,0.7400793650793651,"            day    n       acc   frac_up      y_up
0    2021-02-01  699  0.442060  0.237482  0.500715
1    2021-02-02  699  0.433476  0.226037  0.520744
2    2021-02-03  699  0.407725  0.213162  0.562232
3    2021-02-04  700  0.385714  0.218571  0.552857
4    2021-02-05  701  0.379458  0.222539  0.563481
...         ...  ...       ...       ...       ...
1003 2025-01-29  898  0.528953  0.920935  0.496659
1004 2025-01-30  897  0.532887  0.926421  0.510591
1005 2025-01-31  898  0.513363  0.923163  0.496659
1006 2025-02-03  898  0.525612  0.922049  0.507795
1007 2025-02-04  899  0.517241  0.926585  0.503893

[1008 rows x 5 columns]",,,,121,0.007689679067449843,0.023815149717373665,False
I_extremes10_21_ens_lh_v2_no_market,extremes10,21,ens_lh,expanding,liquid,v2_no_market,relative,0.5,414995,1008,48,0.5466885143194496,0.5628935288376968,-0.016205014518247185,0.5217533695048057,0.5707864974274658,253.57320729361777,0.9196252936721625,0.6934523809523809,"            day    n       acc   frac_up      y_up
0    2021-02-01  349  0.415473  0.146132  0.507163
1    2021-02-02  349  0.381089  0.146132  0.535817
2    2021-02-03  349  0.349570  0.137536  0.570201
3    2021-02-04  350  0.337143  0.137143  0.577143
4    2021-02-05  350  0.328571  0.140000  0.594286
...         ...  ...       ...       ...       ...
1003 2025-01-29  449  0.632517  0.977728  0.619154
1004 2025-01-30  448  0.665179  0.979911  0.662946
1005 2025-01-31  449  0.612472  0.971047  0.614699
1006 2025-02-03  449  0.619154  0.977728  0.614699
1007 2025-02-04  449  0.634744  0.977728  0.634744

[1008 rows x 5 columns]",,,,122,0.012508451000678603,0.03877224783186186,False
I_extremes10_21_ens_lh_v2_no_market,extremes10,21,ens_lh,expanding,liquid,v2_no_market,relative,0.25,207241,1008,48,0.5504991772863478,0.5657326494274781,-0.015233472141130355,0.5211712875677084,0.5796783506447639,185.00974370512333,0.928441207306823,0.6547619047619048,"            day    n       acc   frac_up      y_up
0    2021-02-01  174  0.482759  0.109195  0.488506
1    2021-02-02  174  0.425287  0.126437  0.517241
2    2021-02-03  174  0.373563  0.109195  0.586207
3    2021-02-04  175  0.314286  0.114286  0.628571
4    2021-02-05  175  0.291429  0.120000  0.657143
...         ...  ...       ...       ...       ...
1003 2025-01-29  224  0.683036  0.977679  0.669643
1004 2025-01-30  224  0.741071  0.977679  0.727679
1005 2025-01-31  224  0.714286  0.968750  0.700893
1006 2025-02-03  224  0.700893  0.968750  0.687500
1007 2025-02-04  224  0.741071  0.968750  0.727679

[1008 rows x 5 columns]",,,,123,0.014925271193126418,0.04630291760213452,False
I_extremes10_21_ens_lh_v2_no_market,extremes10,21,ens_lh,expanding,liquid,v2_no_market,relative,0.1,82572,1008,48,0.5556726251029405,0.5620791551615559,-0.006406530058615467,0.5220928017812249,0.5910199013141816,100.26334236673584,0.9240310782629784,0.6319444444444444,"            day   n       acc   frac_up      y_up
0    2021-02-01  69  0.449275  0.188406  0.536232
1    2021-02-02  69  0.391304  0.173913  0.579710
2    2021-02-03  69  0.347826  0.144928  0.623188
3    2021-02-04  70  0.271429  0.171429  0.642857
4    2021-02-05  70  0.328571  0.157143  0.657143
...         ...  ..       ...       ...       ...
1003 2025-01-29  89  0.786517  0.966292  0.752809
1004 2025-01-30  89  0.865169  0.955056  0.820225
1005 2025-01-31  89  0.820225  0.943820  0.786517
1006 2025-02-03  89  0.775281  0.943820  0.741573
1007 2025-02-04  89  0.797753  0.943820  0.764045

[1008 rows x 5 columns]",,,,124,0.017583443758407327,0.054595285085449106,False
I_extremes10_21_ens_lh_v2_no_market,extremes10,21,ens_lh,expanding,liquid,v2_no_market,relative,0.05,40985,1008,48,0.5603025497133097,0.5559594973770892,0.004343052336220565,0.522800326912902,0.5994910974683764,60.54657716759352,0.9129795427195535,0.5863095238095238,"            day   n       acc   frac_up      y_up
0    2021-02-01  34  0.352941  0.235294  0.588235
1    2021-02-02  34  0.264706  0.294118  0.676471
2    2021-02-03  34  0.294118  0.264706  0.617647
3    2021-02-04  35  0.314286  0.257143  0.600000
4    2021-02-05  35  0.342857  0.257143  0.571429
...         ...  ..       ...       ...       ...
1003 2025-01-29  44  0.886364  0.954545  0.840909
1004 2025-01-30  44  0.954545  0.931818  0.886364
1005 2025-01-31  44  0.931818  0.931818  0.863636
1006 2025-02-03  44  0.840909  0.954545  0.795455
1007 2025-02-04  44  0.818182  0.977273  0.795455

[1008 rows x 5 columns]",,,,125,0.01956397208047815,0.060795267445010466,False
I_extremes10_21_ens_lh_v2_no_market,extremes10,21,ens_lh,expanding,liquid,v2_no_market,relative,0.02,16227,1008,48,0.5676958156159487,0.5385468663338879,0.0291489492820608,0.5247123889236046,0.6118325480669156,32.65154444348234,0.8911339295333518,0.5843253968253969,"            day   n       acc   frac_up      y_up
0    2021-02-01  13  0.307692  0.461538  0.384615
1    2021-02-02  13  0.153846  0.461538  0.384615
2    2021-02-03  13  0.230769  0.384615  0.538462
3    2021-02-04  14  0.285714  0.357143  0.500000
4    2021-02-05  14  0.214286  0.428571  0.500000
...         ...  ..       ...       ...       ...
1003 2025-01-29  17  0.941176  0.941176  0.882353
1004 2025-01-30  17  1.000000  0.941176  0.941176
1005 2025-01-31  17  0.882353  0.882353  0.764706
1006 2025-02-03  17  0.882353  0.941176  0.823529
1007 2025-02-04  17  0.823529  0.941176  0.764706

[1008 rows x 5 columns]",,,,126,0.022224530393701772,0.06911994674669687,False
I_extremes10_21_ens_lh_v2_no_market,extremes10,21,ens_lh,expanding,liquid,v2_no_market,relative,0.01,7972,1008,48,0.5691169091821375,0.515805318615153,0.053311590566984535,0.5197921640343801,0.6171600710511481,20.458944559392382,0.8736142605190224,0.5307539682539683,"            day  n       acc   frac_up      y_up
0    2021-02-01  6  0.166667  0.500000  0.333333
1    2021-02-02  6  0.166667  0.333333  0.500000
2    2021-02-03  6  0.333333  0.666667  0.333333
3    2021-02-04  7  0.428571  0.571429  0.285714
4    2021-02-05  7  0.142857  0.571429  0.285714
...         ... ..       ...       ...       ...
1003 2025-01-29  8  1.000000  0.875000  0.875000
1004 2025-01-30  8  1.000000  0.875000  0.875000
1005 2025-01-31  8  1.000000  0.875000  0.875000
1006 2025-02-03  8  0.750000  0.875000  0.625000
1007 2025-02-04  8  0.750000  1.000000  0.750000

[1008 rows x 5 columns]",,,,127,0.02483875178999184,0.07731347952125431,False
I_extremes10_21_ens_lh_v2_no_market,extremes10,21,ens_lh,expanding,liquid,v2_no_market,relative,,10080,1008,48,0.5936507936507937,0.5423611111111111,0.05128968253968258,0.5537673611111111,0.6328373015873016,16.119371444713572,0.5,0.6954365079365079,,5.0,balanced,0.5,128,0.02017090318270164,0.06283506854868447,False
I_extremes10_21_ens_lh_v2_no_market,extremes10,21,ens_lh,expanding,liquid,v2_no_market,relative,,20160,1008,48,0.5861111111111111,0.5282738095238095,0.057837301587301604,0.5513851686507937,0.6196924603174603,24.84275174096209,0.5,0.6339285714285714,,10.0,balanced,0.5,129,0.017425329506802704,0.054325752364586755,True
I_extremes10_21_ens_lh_v2_no_market,extremes10,21,ens_lh,expanding,liquid,v2_no_market,relative,,40320,1008,48,0.5661458333333333,0.5094494047619048,0.05669642857142854,0.5340997023809524,0.5969748263888889,40.98612100697712,0.5,0.5843253968253969,,20.0,balanced,0.5,130,0.016039572451004208,0.050045185390133806,True
I_extremes10_21_ens_lh_v2_no_market,extremes10,21,ens_lh,expanding,liquid,v2_no_market,relative,,80640,1008,48,0.5536210317460317,0.5023809523809524,0.05124007936507935,0.5246230158730159,0.5818957713293651,68.1399089126416,0.5,0.5317460317460317,,40.0,balanced,0.5,131,0.014610396800089093,0.04562187266625123,True
I_extremes10_21_ens_lh_v2_no_market,extremes10,21,ens_lh,expanding,liquid,v2_no_market,relative,,161280,1008,48,0.5441840277777777,0.5146825396825396,0.029501488095238115,0.5169478546626984,0.570501457093254,117.86443945711028,0.5,0.4365079365079365,,80.0,balanced,0.5,132,0.013661633273100897,0.04269255773689654,False
I_extremes10_21_ens_lh_v2_all,extremes10,21,ens_lh,expanding,liquid,v2_all,relative,1.0,830525,1008,48,0.5350230276030222,0.5443279853104964,-0.009304957707474193,0.5195436506636777,0.5488836585141932,179.31666763221048,0.8456950498688518,0.753968253968254,"            day    n       acc   frac_up      y_up
0    2021-02-01  699  0.456366  0.228898  0.500715
1    2021-02-02  699  0.434907  0.221745  0.520744
2    2021-02-03  699  0.399142  0.167382  0.562232
3    2021-02-04  700  0.392857  0.160000  0.552857
4    2021-02-05  701  0.386591  0.161198  0.563481
...         ...  ...       ...       ...       ...
1003 2025-01-29  898  0.525612  0.922049  0.496659
1004 2025-01-30  897  0.527313  0.931996  0.510591
1005 2025-01-31  898  0.508909  0.925390  0.496659
1006 2025-02-03  898  0.522272  0.932071  0.507795
1007 2025-02-04  899  0.511680  0.932147  0.503893

[1008 rows x 5 columns]",,,,133,0.0074846958802335445,0.02340771866412931,False
I_extremes10_21_ens_lh_v2_all,extremes10,21,ens_lh,expanding,liquid,v2_all,relative,0.5,414995,1008,48,0.5471824961746528,0.5611513391727612,-0.01396884299810841,0.5237161635414231,0.5694912191809531,223.42408051057197,0.9105594077101367,0.7152777777777778,"            day    n       acc   frac_up      y_up
0    2021-02-01  349  0.449857  0.123209  0.484241
1    2021-02-02  349  0.424069  0.131805  0.495702
2    2021-02-03  349  0.389685  0.065903  0.578797
3    2021-02-04  350  0.382857  0.062857  0.582857
4    2021-02-05  350  0.360000  0.068571  0.617143
...         ...  ...       ...       ...       ...
1003 2025-01-29  449  0.643653  0.984410  0.632517
1004 2025-01-30  448  0.674107  0.986607  0.665179
1005 2025-01-31  449  0.621381  0.982183  0.612472
1006 2025-02-03  449  0.623608  0.984410  0.616927
1007 2025-02-04  449  0.650334  0.984410  0.643653

[1008 rows x 5 columns]",,,,134,0.011677310112124998,0.03654770406401091,False
I_extremes10_21_ens_lh_v2_all,extremes10,21,ens_lh,expanding,liquid,v2_all,relative,0.25,207241,1008,48,0.5519612431902954,0.5647000352246901,-0.012738792034394764,0.5239947959629084,0.5801178124907747,165.00353999207363,0.9180144224900008,0.6825396825396826,"            day    n       acc   frac_up      y_up
0    2021-02-01  174  0.494253  0.091954  0.482759
1    2021-02-02  174  0.454023  0.080460  0.522989
2    2021-02-03  174  0.419540  0.045977  0.568966
3    2021-02-04  175  0.354286  0.051429  0.617143
4    2021-02-05  175  0.314286  0.057143  0.662857
...         ...  ...       ...       ...       ...
1003 2025-01-29  224  0.705357  0.986607  0.691964
1004 2025-01-30  224  0.745536  0.982143  0.727679
1005 2025-01-31  224  0.714286  0.973214  0.696429
1006 2025-02-03  224  0.718750  0.977679  0.696429
1007 2025-02-04  224  0.745536  0.977679  0.723214

[1008 rows x 5 columns]",,,,135,0.014317096053027098,0.044843717354633494,False
I_extremes10_21_ens_lh_v2_all,extremes10,21,ens_lh,expanding,liquid,v2_all,relative,0.1,82572,1008,48,0.558058421741026,0.5627452405173666,-0.004686818776340584,0.5254333519538464,0.5907239942474319,91.02918512354364,0.9122649748727205,0.6488095238095238,"            day   n       acc   frac_up      y_up
0    2021-02-01  69  0.565217  0.144928  0.434783
1    2021-02-02  69  0.434783  0.144928  0.565217
2    2021-02-03  69  0.391304  0.086957  0.579710
3    2021-02-04  70  0.271429  0.085714  0.671429
4    2021-02-05  70  0.300000  0.100000  0.628571
...         ...  ..       ...       ...       ...
1003 2025-01-29  89  0.808989  0.977528  0.786517
1004 2025-01-30  89  0.842697  0.966292  0.808989
1005 2025-01-31  89  0.853933  0.955056  0.808989
1006 2025-02-03  89  0.831461  0.988764  0.820225
1007 2025-02-04  89  0.831461  0.988764  0.820225

[1008 rows x 5 columns]",,,,136,0.016655776095302423,0.05220811340251115,False
I_extremes10_21_ens_lh_v2_all,extremes10,21,ens_lh,expanding,liquid,v2_all,relative,0.05,40985,1008,48,0.5648163962425278,0.5549347322191045,0.009881664023423276,0.5300705796670385,0.6002757522719756,51.733565563348094,0.9005091688521069,0.6021825396825397,"            day   n       acc   frac_up      y_up
0    2021-02-01  34  0.470588  0.176471  0.470588
1    2021-02-02  34  0.323529  0.176471  0.558824
2    2021-02-03  34  0.382353  0.147059  0.588235
3    2021-02-04  35  0.342857  0.114286  0.600000
4    2021-02-05  35  0.371429  0.171429  0.514286
...         ...  ..       ...       ...       ...
1003 2025-01-29  44  0.909091  0.977273  0.886364
1004 2025-01-30  44  0.931818  0.954545  0.886364
1005 2025-01-31  44  0.931818  0.954545  0.886364
1006 2025-02-03  44  0.886364  0.977273  0.863636
1007 2025-02-04  44  0.863636  0.977273  0.840909

[1008 rows x 5 columns]",,,,137,0.01790948280738191,0.056179743469560214,False
I_extremes10_21_ens_lh_v2_all,extremes10,21,ens_lh,expanding,liquid,v2_all,relative,0.02,16227,1008,48,0.5754606519997535,0.540765391014975,0.034695260984778487,0.535793444264596,0.6155281790096699,27.31171192876357,0.8795643978745344,0.5922619047619048,"            day   n       acc   frac_up      y_up
0    2021-02-01  13  0.461538  0.384615  0.307692
1    2021-02-02  13  0.230769  0.384615  0.538462
2    2021-02-03  13  0.153846  0.307692  0.692308
3    2021-02-04  14  0.357143  0.285714  0.500000
4    2021-02-05  14  0.357143  0.214286  0.571429
...         ...  ..       ...       ...       ...
1003 2025-01-29  17  0.941176  0.941176  0.882353
1004 2025-01-30  17  1.000000  0.941176  0.941176
1005 2025-01-31  17  0.882353  1.000000  0.882353
1006 2025-02-03  17  0.823529  1.000000  0.823529
1007 2025-02-04  17  0.882353  1.000000  0.882353

[1008 rows x 5 columns]",,,,138,0.020340493557416833,0.06385265295806437,False
I_extremes10_21_ens_lh_v2_all,extremes10,21,ens_lh,expanding,liquid,v2_all,relative,0.01,7972,1008,48,0.5836678374310086,0.5274711490215755,0.05619668840943304,0.5358915727131885,0.6295435550122088,18.77269005880643,0.8627035304862687,0.5535714285714286,"            day  n       acc   frac_up      y_up
0    2021-02-01  6  0.333333  0.500000  0.500000
1    2021-02-02  6  0.166667  0.500000  0.333333
2    2021-02-03  6  0.333333  0.333333  0.666667
3    2021-02-04  7  0.285714  0.428571  0.571429
4    2021-02-05  7  0.285714  0.285714  0.428571
...         ... ..       ...       ...       ...
1003 2025-01-29  8  1.000000  0.875000  0.875000
1004 2025-01-30  8  1.000000  1.000000  1.000000
1005 2025-01-31  8  0.875000  1.000000  0.875000
1006 2025-02-03  8  0.875000  1.000000  0.875000
1007 2025-02-04  8  0.750000  1.000000  0.750000

[1008 rows x 5 columns]",,,,139,0.02389081181097456,0.07505270246297817,False
I_extremes10_21_ens_lh_v2_all,extremes10,21,ens_lh,expanding,liquid,v2_all,relative,,10080,1008,48,0.6059523809523809,0.5409722222222222,0.06498015873015872,0.5669593253968254,0.6432589285714286,15.578099444144371,0.5,0.6974206349206349,,5.0,balanced,0.5,140,0.01946418448331716,0.06119090387478572,True
I_extremes10_21_ens_lh_v2_all,extremes10,21,ens_lh,expanding,liquid,v2_all,relative,,20160,1008,48,0.5927579365079365,0.5268849206349207,0.06587301587301586,0.5604154265873016,0.6238616071428571,21.417964473817523,0.5,0.6468253968253969,,10.0,balanced,0.5,141,0.016185250141723343,0.0509193211393674,True
I_extremes10_21_ens_lh_v2_all,extremes10,21,ens_lh,expanding,liquid,v2_all,relative,,40320,1008,48,0.5699900793650794,0.5091765873015873,0.06081349206349207,0.5411427331349207,0.5982477678571427,33.9088197314845,0.5,0.5833333333333334,,20.0,balanced,0.5,142,0.014567610898526036,0.045862888325805255,True
I_extremes10_21_ens_lh_v2_all,extremes10,21,ens_lh,expanding,liquid,v2_all,relative,,80640,1008,48,0.556312003968254,0.5035590277777777,0.05275297619047625,0.5282614087301587,0.5833339533730159,60.278057838400095,0.5,0.5238095238095238,,40.0,balanced,0.5,143,0.014049118531341111,0.04426183491329144,True
I_extremes10_21_ens_lh_v2_all,extremes10,21,ens_lh,expanding,liquid,v2_all,relative,,161280,1008,48,0.5466517857142857,0.5150297619047619,0.031622023809523836,0.5202300347222223,0.5717902095734126,105.64191963840183,0.5,0.42162698412698413,,80.0,balanced,0.5,144,0.013153105829385295,0.0414680247672854,False
